pitch_id,glove_x1,glove_y1,glove_x2,glove_y2,glove_conf,plate_x1,plate_y1,plate_x2,plate_y2,plate_conf,frame
4dc83b74-bb88-4d0f-9ec0-86bd40c5660e,619.0,648.0,265.0,294.0,0.7513673305511475,612.0,664.0,345.0,356.0,0.5867987275123596,162.0
4af03ede-f9fd-44ad-a579-191d2b942850,650.0,677.0,308.0,334.0,0.7522382140159607,618.0,670.0,348.0,358.0,0.6069005727767944,186.0
36a22611-8f2f-4cf6-b284-4b63f71d272b,617.0,651.0,250.0,275.0,0.7628028988838196,608.0,658.0,347.0,357.0,0.6104641556739807,75.0
1774b2fa-2d22-4603-bd33-469029b7a470,630.0,660.0,252.0,278.0,0.7599676251411438,608.0,658.0,341.0,354.0,0.5463250279426575,104.0
a9d2b5bf-23c6-4cd8-8ff5-fdb1cd7a1287,631.0,658.0,262.0,290.0,0.7715209126472473,610.0,660.0,348.0,359.0,0.6300369501113892,151.0
